"ID","PG","txt"
3,1,"years INTERNATIONAL UNION FOR CONSERVATION OF NATURE ANNUAL REPORT 2018"
3,2,"Top IUCN Members and partners at the 70th anniversary celebration in Fontainebleau France Bottom IUCN government and civil society members at the organisations founding conference in Fontainebleau France 1948"
3,3,"Contents 2 Message from the President and Director General 4 Overview of IUCN 6 Members and Commissions 8 Seventy years United for life and livelihoods 10 Director Generals strategic orientations 2019 14 Science and economics 18 Global policy engagements 20 Highlights from donors and supporters 22 Secretariat services 25 IUCN 2018 outputs 26 Business 28 Climate change 30 Environmental law 32 Forests 34 Gender 36 Governance and rights 38 Marine and polar 40 Protected and conserved areas 42 Species 44 Water 46 World Heritage 48 Thanking our Members donors and partners"
3,4,"Contents | Opening message | Overview of IUCN | Members and Commissions | Seventy years | DGs strategic orientations | Science and economics | Global policy | Donors and supporters | Secretariat services | Business | Climate change | Environmental law | Forests | Gender | Governance and rights | Marine and polar | Protected and conserved areas | Species | Water | World Heritage | Thanks MESSAGE FROM THE PRESIDENT AND DIRECTOR GENERAL 2018 marked a significant milestone for IUCN as we celebrated our 70th anniversary around the world While we take pride in seven decades of achievements this year also allowed us to acknowledge that our ideas are still young vibrant and continue to shape international conservation which is critical to tackle the environmental challenges facing the globe This report shows the Unions continued and active contributions to conservation highlighting our success stories and the promise of many more to come IUCN will return to the country of its founding to hold the next World Conservation Congress in Marseille France And as we shift gears to prepare for an event that is to set the global conservation Left IUCN President Zhang Xinsheng speaks at the Global Forum on agenda we will also begin the development of Urban Resilience and Adaptation in Bonn Germany our 20212024 Programme As we prepare for this Right IUCN Director General Inger Andersen speaks at the signing ceremony of the agreement between France and IUCN we would like to take this opportunity to thank to jointly organise the IUCN World Conservation Congress 2020 Members for their continued support engagement in Marseille France and leadership It is only through them that we can shape conservation outcomes for the better and strengthen our worldwide influence It is only This was another momentous year for global through them that we are the global voice for nature conservation with a host of challenges confronting the natural and human world species loss and extinction resource overexploitation and climate change that becomes more alarming by the day For instance 2018 proved to be the fourth hottest year in recorded history showing how IUCNs voice is ever more needed on the Zhang Xinsheng Inger Andersen international stage Throughout the past 12 months a combination of actors from government the scientific community civil society and the private sector have come together to tackle these issues headon Setting the tone for IUCN this year was a historic occasion our 70th anniversary Since our founding one autumn day in 1948 in the French town of Fontainebleau we have shaped international conservation and in 2018 we celebrated our achievements around the globe Yet we have done much more than rest on our laurels 2018 made clear that seven decades of experience have given us both the authority and the insight to propel us to the forefront of environmental thought which we will use to help solve the hugely complex problems facing the world 2 | IUCN 2018 ANNUAL REPORT"
3,5,"Contents | Opening message | Overview of IUCN | Members and Commissions | Seventy years | DGs strategic orientations | Science and economics | Global policy | Donors and supporters | Secretariat services | Business | Climate change | Environmental law | Forests | Gender | Governance and rights | Marine and polar | Protected and conserved areas | Species | Water | World Heritage | Thanks Bilateral meeting between IUCN President Zhang Xinsheng and IUCN Director General Inger Andersen and Chinese Minister of Costa Rican Minister of Environment and Energy Dr Edgar Gutiérrez Ecology and Environment Li Ganjie meet during a break at the in San José Costa Rica Annual General Meeting of the China Council for International Cooperation on Environment and Development IUCNs seven decades of experience have given us both the authority and the insight to propel us to the forefront of environmental thought which we will use to help solve the hugely complex problems facing the world IUCN 2018 ANNUAL REPORT | 3"
3,6,"Contents | Opening message | Overview of IUCN | Members and Commissions | Seventy years | DGs strategic orientations | Science and economics | Global policy | Donors and supporters | Secretariat services | Business | Climate change | Environmental law | Forests | Gender | Governance and rights | Marine and polar | Protected and conserved areas | Species | Water | World Heritage | Thanks OVERVIEW OF IUCN IUCN is a membership Union uniquely composed of both government and civil society organisations It provides public private and nongovernmental organisations with the knowledge and tools that enable human progress economic development and nature conservation to take place together Created in 1948 IUCN has evolved into the worlds provides a neutral forum in which governments largest and most diverse environmental network nongovernmental organisations scientists businesses local communities indigenous peoples It harnesses the experience resources and reach of its groups faithbased organisations and others can more than 1300 Member organisations and the input work together to forge and implement solutions to of 14500 experts environmental challenges IUCN is the global authority on the status of the natural By facilitating these solutions IUCN provides governments world and the measures needed to safeguard it Its and institutions at all levels with the impetus to achieve experts are organised into six Commissions dedicated universal goals including on biodiversity climate to species survival environmental law protected areas change and sustainable development which IUCN social and economic policy ecosystem management was instrumental in defining and education and communication The ability to convene diverse stakeholders and provide Combined its knowledge base and diverse membership the latest science objective recommendations and on make IUCN an incubator and trusted repository of best theground expertise drives IUCNs mission of informing practices conservation tools and international and empowering conservation efforts worldwide IUCN guidelines and standards With its official United POLICY AMPLIFICATION DIRECT FROM MEMBERS THROUGH IUCN WORLD CONSERVATION CONGRESSES State governments 10000 POLICY IMPACT experts in six Commissions International national and local and agencies INFLUENCE Attaining the SDGs DIRECTION COLL ABORATION and meeting other 1300 MANDATE global challenges Nongovernmental organisations Member ACTION organisations Indigenous peoples DIRECT BENEFITS TO organisations 900+ PEOPLE AND NATURE sta<U+FB00> o<U+FB00>ices in 50 countries Tools standards ontheground projects DIRECT BENEFITS BACK TO MEMBERS KNOWLEDGE ANALYSIS TOOLS AND CONVENING 4 | IUCN 2018 ANNUAL REPORT"
3,7,"Contents | Opening message | Overview of IUCN | Members and Commissions | Seventy years | DGs strategic orientations | Science and economics | Global policy | Donors and supporters | Secretariat services | Business | Climate change | Environmental law | Forests | Gender | Governance and rights | Marine and polar | Protected and conserved areas | Species | Water | World Heritage | Thanks A GLOBAL REACH IUCNS PROJECTS AROUND THE WORLD 15 610 1115 1620 >20 I UCN Statutory States Operational Regions 2018 North America 15 IUCN projects per operational region Asia Oceania 610 Asia North America East and East South Africa and South Africa Oceania South America 1115 Eastern Europe andandCentral Eastern Europe Central AsiaAsia West and Central Africa South America 1620 Europe West and Central Africa Europe West Asia Mediterranean West Asia Mediterranean Mexico Central America and the Caribbean NaN > 20 Mexico Central America and the Caribbean Nations Observer Status IUCN ensures that nature produced several key international environmental conservation has a voice at the highest level agreements including the Convention on Biological of international governance Diversity CBD the Convention on International Trade in Endangered Species of Wild Fauna and Flora CITES IUCNs expertise and extensive network provide a the World Heritage Convention and the Ramsar solid foundation for a large and diverse portfolio of Convention on Wetlands IUCN continues to support conservation projects around the world Combining these conventions as they grow stronger and evolve so the latest science with the traditional knowledge of that they can respond to emerging challenges local communities these projects work to reverse habitat loss restore ecosystems and improve peoples IUCNs Member organisations are represented by the wellbeing They also produce a wealth of data and IUCN Council the governing body Headquartered in information which feeds into IUCNs analytical capacity Switzerland the IUCN Secretariat comprises around 900 staff in more than 60 countries Through their affiliation with IUCN Member organisations are part of a democratic process discussing and approving Resolutions which lay the foundations for the global conservation agenda Members meet every four years at the IUCN World Conservation Congress to set priorities and agree on the Unions work programme IUCN congresses have IUCN 2018 ANNUAL REPORT | 5"
3,8,"Contents | Opening message | Overview of IUCN | Members and Commissions | Seventy years | DGs strategic orientations | Science and economics | Global policy | Donors and supporters | Secretariat services | Business | Climate change | Environmental law | Forests | Gender | Governance and rights | Marine and polar | Protected and conserved areas | Species | Water | World Heritage | Thanks MEMBERS AND COMMISSIONS IUCN harnesses the knowledge resources and reach of over 1300 Member organisations Representing governments and civil societies from 165 Sixtythree new Members joined the Union in countries the Unions diverse membership helps drive 2018 with the NGO sector representing the IUCNs mission of informing and empowering global highest growth percentage conservation efforts IUCN Council 20172020 during its 94th meeting at IUCNs headquarters in Gland Switzerland Committees of IUCN Members 2018 Statutory Region National Regional Committees Committees IUCN Members within a country or region may choose to establish National and Regional Africa 17 2 Committees to facilitate cooperation among themselves and with other parts of the Union Meso and South America 15 2 There are currently 65 officially recognised North America and the National Committees and seven recognised 3 1 Caribbean Regional Committees South and East Asia 9 1 West Asia 5 1 Oceania 2 East Europe North and 3 Central Asia West Europe 11 Total 65 7 6 | IUCN 2018 ANNUAL REPORT"
3,9,"Contents | Opening message | Overview of IUCN | Members and Commissions | Seventy years | DGs strategic orientations | Science and economics | Global policy | Donors and supporters | Secretariat services | Business | Climate change | Environmental law | Forests | Gender | Governance and rights | Marine and polar | Protected and conserved areas | Species | Water | World Heritage | Thanks IUCN MEMBER ORGANISATIONS AROUND THE WORLD IUCN membership per statutory region Africa East Europe North and Central Asia Meso and South America North America and the Caribbean Oceania South and East Asia West Asia West Europe IUCNs Commissions unite 14500 experts from a range of disciplines The six IUCN Commissions are a broad and active network of 14500 scientists and experts providing IUCN and its Members with sound knowhow and policy advice to drive conservation and sustainable development The Commissions focus on developing environmental laws and policies linking conservation to social and economic decision making evaluating the status of species and ecosystems promoting expanded and improved management of protected areas and natural resources and strengthening conservation through education training and strategic communication IUCN 2018 ANNUAL REPORT | 7"
3,10,"Contents | Opening message | Overview of IUCN | Members and Commissions | Seventy years | DGs strategic orientations | Science and economics | Global policy | Donors and supporters | Secretariat services | Business | Climate change | Environmental law | Forests | Gender | Governance and rights | Marine and polar | Protected and conserved areas | Species | Water | World Heritage | Thanks SEVENTY YEARS UNITED FOR LIFE AND LIVELIHOODS IUCN celebrated its 70th anniversary in 2018 under the theme United for Life and Livelihoods Through numerous events and commemorative materials the Union reflected on its seven decades of vision and impact and focused on how to apply that experience to the challenges of today and tomorrow EVENTS IUCN Members National Committees partners and offices hosted more than two dozen events throughout the year in all eight IUCN statutory regions True to IUCNs nature the events brought together diverse groups of experts leaders and supporters to celebrate and to offer insightful perspectives on nature conservation and IUCNs role in advancing it IUCNs 70th anniversary celebrations in Bangkok Thailand IUCN returned to Fontainebleau France where governments and civil society organisations first established the Union in 1948 In Jeju Republic of Korea the hosts of the IUCN World Conservation Congress 2012 celebrated IUCNs anniversary as part of the 2018 World Leaders Conservation Forum A public lecture was held at the Graduate Institute in Geneva Switzerland to mark IUCNs 70th anniversary 8 | IUCN 2018 ANNUAL REPORT"
