"word","freq"
"conservation",150
"climate",131
"will",112
"areas",110
"world",101
"biodiversity",98
"species",90
"global",82
"protected",82
"report",73
"new",68
"work",62
"national",61
"nature",60
"natural",60
"congress",57
"management",57
"sustainable",57
"heritage",56
"development",56
"annual",49
"water",49
"international",47
"switzerland",47
"gender",46
"countries",46
"ecosystems",46
"policy",45
"restoration",44
"gland",43
"iucns",42
"marine",41
"initiative",41
"indigenous",40
"support",40
"list",40
"programme",39
"solutions",39
"peoples",37
"knowledge",36
"environmental",35
"members",35
"organisations",35
"action",35
"key",34
"risk",32
"food",32
"million",32
"sites",32
"law",31
"united",31
"convention",31
"partnership",31
"increase",30
"union",29
"governance",29
"regional",29
"area",29
"red",29
"resources",28
"ecosystem",28
"projects",28
"environment",28
"forest",28
"project",26
"role",25
"use",25
"wildlife",25
"communities",25
"capacity",24
"governments",24
"major",24
"naturebased",24
"provided",23
"data",23
"number",23
"adaptation",23
"business",22
"reduction",22
"foundation",22
"building",22
"security",22
"local",21
"challenge",21
"land",21
"impacts",21
"carbon",21
"publications",21
"launched",20
"goals",20
"nations",20
"africa",20
"assessments",20
"disaster",19
"challenges",19
"together",19
"government",19
"improve",19
"developed",19
"aim",19
"part",18
"best",18
"information",18
"america",18
"asia",18
"people",18
"aims",18
"threatened",18
"commitments",18
"framework",18
"policies",18
"commission",18
"european",18
"first",17
"hawaii",17
"continue",17
"green",17
"opportunities",17
"mitigation",17
"decision",16
"economic",16
"bonn",16
"partners",16
"blue",16
"implementation",16
"benefits",16
"based",16
"director",15
"forests",15
"general",15
"diversity",15
"membership",15
"systems",15
"well",15
"can",15
"human",15
"provides",15
"trade",15
"hectares",15
"assessment",15
"landscape",15
"upcoming",15
"plans",15
"technical",15
"standard",15
"planet",14
"guidelines",14
"help",14
"provide",14
"strengthen",14
"survival",14
"wellbeing",14
"issues",14
"analysis",14
"cop",14
"rights",14
"capital",14
"investment",14
"address",14
"collaboration",14
"planning",14
"integrated",14
"infrastructure",14
"basin",14
"president",13
"social",13
"around",13
"efforts",13
"habitat",13
"society",13
"sectors",13
"supporting",13
"decisions",13
"protocol",13
"services",13
"advisory",13
"ocean",13
"coastal",13
"science",12
"strategic",12
"community",12
"continued",12
"private",12
"process",12
"six",12
"standards",12
"among",12
"better",12
"ensure",12
"towards",12
"assessing",12
"impact",12
"activities",12
"making",12
"evidence",12
"invasive",12
"effective",12
"african",12
"developing",12
"agenda",11
"committee",11
"engagement",11
"oceans",11
"year",11
"years",11
"biological",11
"institutions",11
"central",11
"south",11
"within",11
"achieving",11
"agreement",11
"beyond",11
"time",11
"degradation",11
"develop",11
"facility",11
"practice",11
"enhance",11
"significant",11
"event",11
"parties",11
"protection",11
"identify",11
"led",11
"two",11
"freshwater",11
"promote",11
"ecosystembased",11
"providing",11
"flr",11
"published",10
"announced",10
"coverage",10
"media",10
"need",10
"cbd",10
"expertise",10
"portfolio",10
"tools",10
"caribbean",10
"region",10
"state",10
"west",10
"conserving",10
"fund",10
"territories",10
"unfccc",10
"potential",10
"value",10
"conserve",10
"programmes",10
"strategies",10
"values",10
"completed",10
"legal",10
"works",10
"habitats",10
"eds",10
"polar",9
"assembly",9
"commissions",9
"critical",9
"states",9
"worlds",9
"implement",9
"levels",9
"restore",9
"cooperation",9
"sector",9
"five",9
"agriculture",9
"extinction",9
"following",9
"scale",9
"strengthening",9
"approaches",9
"guidance",9
"contributions",9
"guide",9
"makers",9
"species<U+0099>",9
"threats",9
"workshops",9
"included",9
"promoting",9
"conference",9
"conserved",9
"joint",9
"livelihoods",9
"panel",9
"scientific",9
"republic",9
"pilot",9
"tool",9
"actions",9
"river",9
"overseas",9
"paper",8
"future",8
"set",8
"sustainability",8
"working",8
"achieve",8
"agreements",8
"body",8
"conventions",8
"include",8
"largest",8
"level",8
"official",8
"practices",8
"recommendations",8
"stakeholders",8
"advice",8
"regions",8
"seven",8
"equality",8
"launch",8
"sea",8
"commons",8
"energy",8
"recognition",8
"finance",8
"healthy",8
"improving",8
"high",8
"cultural",8
"institute",8
"mexico",8
"equitable",8
"important",8
"jurisdiction",8
"particular",8
"women",8
"western",8
"established",8
"tanzania",8
"training",8
"net",8
"system",8
"worth",8
"costa",8
"rica",8
"options",8
"unepwcmc",8
"sos",8
"council",7
"economics",7
"financial",7
"ever",7
"focus",7
"four",7
"health",7
"recognised",7
"usa",7
"businesses",7
"civil",7
"endangered",7
"every",7
"large",7
"member",7
"network",7
"produced",7
"progress",7
"reach",7
"growth",7
"target",7
"vital",7
"adopted",7
"associated",7
"contribute",7
"understanding",7
"access",7
"across",7
"contribution",7
"importance",7
"sdgs",7
"toyota",7
"used",7
"multilateral",7
"participants",7
"presented",7
"alien",7
"peru",7
"aichi",7
"valuing",7
"meeting",7
"gray",7
"ipbes",7
"whale",7
"mangrove",7
"tiger",7
"conducted",7
"mangroves",7
"population",7
"resilience",7
"supported",7
"warming",7
"redd",7
"san",7
"brazil",7
"bridge",7
"design",6
"category",6
"initiatives",6
"strong",6
"xinsheng",6
"zhang",6
"experts",6
"measures",6
"others",6
"ramsar",6
"status",6
"addition",6
"east",6
"europe",6
"north",6
"degraded",6
"paris",6
"represent",6
"bank",6
"brought",6
"disasters",6
"emissions",6
"events",6
"gef",6
"implementing",6
"investments",6
"leading",6
"april",6
"german",6
"integrate",6
"investing",6
"office",6
"production",6
"corporation",6
"criteria",6
"increasingly",6
"measure",6
"sharing",6
"pacific",6
"three",6
"washington",6
"now",6
"outcomes",6
"illegal",6
"inform",6
"reduce",6
"targets",6
"terrestrial",6
"quality",6
"resource",6
"database",6
"platform",6
"inclusive",6
"landscapes",6
"approach",6
"kbas",6
"available",6
"effects",6
"review",6
"cambridge",6
"protecting",6
"using",6
"pin",6
"judicial",6
"transboundary",6
"donors",6
"genderresponsive",6
"womens",6
"madagascar",6
"rightsbased",6
"fishes",6
"lake",6
"approved",5
"partnerships",5
"amazing",5
"look",5
"much",5
"ways",5
"agencies",5
"cites",5
"diverse",5
"extensive",5
"latest",5
"ngos",5
"nongovernmental",5
"organisation",5
"place",5
"public",5
"take",5
"traditional",5
"wetlands",5
"range",5
"combat",5
"expand",5
"increasing",5
"marrakech",5
"poverty",5
"released",5
"soil",5
"times",5
"coalition",5
"memorandum",5
"one",5
"order",5
"identification",5
"monitoring",5
"motor",5
"setting",5
"held",5
"innovation",5
"site",5
"online",5
"grant",5
"lands",5
"map",5
"monitor",5
"crucial",5
"delivery",5
"identified",5
"plan",5
"tenure",5
"urban",5
"integrating",5
"china",5
"end",5
"ldn",5
"southern",5
"wild",5
"assessed",5
"benefit",5
"crop",5
"group",5
"nepal",5
"plants",5
"signed",5
"mining",5
"study",5
"committed",5
"includes",5
"russia",5
"whales",5
"costs",5
"example",5
"philippines",5
"responsive",5
"vulnerable",5
"ground",5
"laffoley",5
"version",5
"epic",5
"gaps",5
"thailand",5
"eastern",5
"honduras",5
"malawi",5
"unep",5
"practitioners",5
"methodology",5
"roam",5
"grants",5
"pollution",5
"biopama",5
"indicators",5
"message",4
"volume",4
"andersen",4
"inger",4
"last",4
"move",4
"play",4
"promoted",4
"trafficking",4
"voting",4
"forum",4
"mission",4
