from,to,sum,inertia
poverty,hunger,3,0.6666666666666666
poverty,health,14,1.7142857142857142
poverty,education,9,1.5555555555555556
poverty,gender,78,1.9487179487179487
poverty,clean,5,1.2
poverty,energy,12,1.6666666666666667
poverty,work,71,1.943661971830986
poverty,industry,4,1.0
poverty,inequalities,3,0.6666666666666666
poverty,cities,6,1.3333333333333333
poverty,consumption,7,1.4285714285714286
poverty,climate,155,1.9741935483870967
poverty,water,89,1.9550561797752808
poverty,land,31,1.8709677419354838
poverty,peace,6,1.3333333333333333
hunger,health,13,0.9230769230769231
hunger,education,8,0.875
hunger,gender,77,0.987012987012987
hunger,clean,4,0.75
hunger,energy,11,0.9090909090909091
hunger,work,70,0.9857142857142858
hunger,industry,3,0.6666666666666666
hunger,inequalities,2,0.5
hunger,cities,5,0.8
hunger,consumption,6,0.8333333333333334
hunger,climate,154,0.9935064935064936
hunger,water,88,0.9886363636363636
hunger,land,30,0.9666666666666667
hunger,peace,5,0.8
health,education,19,4.421052631578948
health,gender,88,10.363636363636363
health,clean,15,2.4
health,energy,22,5.454545454545454
health,work,81,10.222222222222221
health,industry,14,1.7142857142857142
health,inequalities,13,0.9230769230769231
health,cities,16,3.0
health,consumption,17,3.5294117647058822
health,climate,165,11.127272727272727
health,water,99,10.545454545454545
health,land,41,8.487804878048781
health,peace,16,3.0
education,gender,83,6.409638554216867
education,clean,10,2.1
education,energy,17,4.117647058823529
education,work,76,6.355263157894737
education,industry,9,1.5555555555555556
education,inequalities,8,0.875
education,cities,11,2.5454545454545454
education,consumption,12,2.9166666666666665
education,climate,160,6.69375
education,water,94,6.4787234042553195
education,land,36,5.638888888888889
education,peace,11,2.5454545454545454
gender,clean,79,2.8860759493670884
gender,energy,86,8.837209302325581
gender,work,145,36.16551724137931
gender,industry,78,1.9487179487179487
gender,inequalities,77,0.987012987012987
gender,cities,80,3.8
gender,consumption,81,4.691358024691358
gender,climate,229,50.777292576419214
gender,water,163,40.56441717791411
gender,land,105,20.99047619047619
gender,peace,80,3.8
clean,energy,13,2.3076923076923075
clean,work,72,2.875
clean,industry,5,1.2
clean,inequalities,4,0.75
clean,cities,7,1.7142857142857142
clean,consumption,8,1.875
clean,climate,156,2.9423076923076925
clean,water,90,2.9
clean,land,32,2.71875
clean,peace,7,1.7142857142857142
energy,work,79,8.734177215189874
energy,industry,12,1.6666666666666667
energy,inequalities,11,0.9090909090909091
energy,cities,14,2.857142857142857
energy,consumption,15,3.3333333333333335
energy,climate,163,9.386503067484663
energy,water,97,8.969072164948454
energy,land,39,7.435897435897436
energy,peace,14,2.857142857142857
work,industry,71,1.943661971830986
work,inequalities,70,0.9857142857142858
work,cities,73,3.780821917808219
work,consumption,74,4.662162162162162
work,climate,222,47.554054054054056
work,water,156,38.48076923076923
work,land,98,20.418367346938776
work,peace,73,3.780821917808219
industry,inequalities,3,0.6666666666666666
industry,cities,6,1.3333333333333333
industry,consumption,7,1.4285714285714286
industry,climate,155,1.9741935483870967
industry,water,89,1.9550561797752808
industry,land,31,1.8709677419354838
industry,peace,6,1.3333333333333333
inequalities,cities,5,0.8
inequalities,consumption,6,0.8333333333333334
inequalities,climate,154,0.9935064935064936
inequalities,water,88,0.9886363636363636
inequalities,land,30,0.9666666666666667
inequalities,peace,5,0.8
cities,consumption,9,2.2222222222222223
cities,climate,157,3.8980891719745223
cities,water,91,3.8241758241758244
cities,land,33,3.515151515151515
cities,peace,8,2.0
consumption,climate,158,4.841772151898734
consumption,water,92,4.728260869565218
consumption,land,34,4.264705882352941
consumption,peace,9,2.2222222222222223
climate,water,240,55.4625
climate,land,182,24.37912087912088
climate,peace,157,3.8980891719745223
water,land,116,21.75
water,peace,91,3.8241758241758244
land,peace,33,3.515151515151515
